winery,name,country,region,winetype,grape,rate,price,price_f,topic1,topic2,bold,tannic,sweet,acidic,link,img,full_name,wine_id
Domaine Lafage,Narassa 2015,프랑스,Côtes Catalanes,Red wine,Blend,4.1,"₩45,000",45000.0,black fruit,oaky,0.7759411575513494,0.6036097507777602,0.28975305609912616,0.6500177216036379,https://www.vivino.com/domaine-lafage-narassa/w/4486830?year=2015&price_id=24530366,https://images.vivino.com/thumbs/l_gZVgD_TJegcuM-k8k8oA_pb_x600.png,Domaine Lafage/Narassa 2015,309
Donnafugata,Tancredi 2016,이탈리아,Terre Siciliane,Red wine,Cabernet Sauvignon,4.1,"₩38,726",38726.0,oaky,black fruit,0.9627011259982547,0.5287251805685939,0.531097739714632,0.25101146888688264,https://www.vivino.com/donnafugata-tancredi/w/4792?year=2016&price_id=23031850,https://images.vivino.com/thumbs/Qe2T0uJqSb6sdDs6iApm1Q_pb_x600.png,Donnafugata/Tancredi 2016,328
Domaine Lafage,Narassa 2018,프랑스,Côtes Catalanes,Red wine,Grenache,4.1,"₩45,000",45000.0,black fruit,oaky,0.7759411575513494,0.6036097507777602,0.28975305609912616,0.6500177216036379,https://www.vivino.com/domaine-lafage-narassa/w/4486830?year=2018&price_id=24530369,https://images.vivino.com/thumbs/l_gZVgD_TJegcuM-k8k8oA_pb_x600.png,Domaine Lafage/Narassa 2018,312
Chateau d'Armailhac,Pauillac (Grand Cru Classe) 2016,프랑스,Pauillac,Red wine,Petit Verdot,4.1,"₩220,000",220000.0,oaky,black fruit,0.843002233682865,0.8970070046319288,0.14481374234489752,0.8228080382519143,https://www.vivino.com/fr-chateau-darmailhac-pauillac-grand-cru-classe/w/4091?year=2016&price_id=25696282,https://images.vivino.com/thumbs/Xa4l7CUiTzSBwp025RSaig_pb_x600.png,Château d'Armailhac/Pauillac (Grand Cru Classé) 2016,245
Domaine Lafage,Narassa 2016,프랑스,Côtes Catalanes,Red wine,Blend,4.1,"₩45,000",45000.0,black fruit,oaky,0.7759411575513494,0.6036097507777602,0.28975305609912616,0.6500177216036379,https://www.vivino.com/domaine-lafage-narassa/w/4486830?year=2016&price_id=24530367,https://images.vivino.com/thumbs/l_gZVgD_TJegcuM-k8k8oA_pb_x600.png,Domaine Lafage/Narassa 2016,310
Emilio Moro,Malleolus 2010,스페인,Ribera del Duero,Red wine,Tinto Fino,4.1,"₩121,885",121885.0,oaky,black fruit,0.7579070235989271,0.6490359604510199,0.26365242467696065,0.6582004213060487,https://www.vivino.com/emilio-moro-malleolus/w/11604?year=2010&price_id=5109468,https://images.vivino.com/thumbs/acyKDNYCQ4CsXVyQBWafaA_pb_x600.png,Emilio Moro/Malleolus 2010,336
Cotarella,Montiano 2015,이탈리아,Lazio,Red wine,Merlot,4.1,"₩250,000",250000.0,oaky,black fruit,0.5998557168103449,0.45198223862318365,0.23807467735674165,0.465008192062059,https://www.vivino.com/cotarella-montiano/w/22153?year=2015&price_id=23466081,https://images.vivino.com/thumbs/wcLy8tgaRrGYIo9YgEpKTA_pb_x600.png,Cotarella/Montiano 2015,280
Mascota Vineyards,Unanime Gran Vino Tinto 2009,아르헨티나,Mendoza,Red wine,Cabernet Sauvignon,4.1,"₩120,000",120000.0,oaky,black fruit,1.0,0.6464731464547248,0.11979215356947624,0.7264814257531681,https://www.vivino.com/mascota-vineyards-unanime-gran-vino-tinto/w/2273763?year=2009&price_id=24159852,https://images.vivino.com/thumbs/qj65DvSbSteYib4yYFu-_A_pb_x600.png,Mascota Vineyards/Unánime Gran Vino Tinto 2009,538
Chateau d'Armailhac,Pauillac (Grand Cru Classe) 2015,프랑스,Pauillac,Red wine,Petit Verdot,4.1,"₩220,000",220000.0,oaky,black fruit,0.843002233682865,0.8970070046319288,0.14481374234489752,0.8228080382519143,https://www.vivino.com/fr-chateau-darmailhac-pauillac-grand-cru-classe/w/4091?year=2015&price_id=25696281,https://images.vivino.com/thumbs/Xa4l7CUiTzSBwp025RSaig_pb_x600.png,Château d'Armailhac/Pauillac (Grand Cru Classé) 2015,244
Beaulieu Vineyard (BV),Rutherford Cabernet Sauvignon 2013,미국,Rutherford,Red wine,Cabernet Sauvignon,4.1,"₩180,000",180000.0,oaky,black fruit,1.0,0.6239472051474391,0.16561304199710036,0.5717992443240713,https://www.vivino.com/beaulieu-vineyard-rutherford-cabernet-sauvignon/w/1519914?year=2013&price_id=23868204,https://images.vivino.com/thumbs/ACju0AkpThePMRA5_VFHUw_pb_x600.png,Beaulieu Vineyard (BV)/Rutherford Cabernet Sauvignon 2013,84
Undurraga,Founder's Collection Cabernet Sauvignon 2009,칠레,Maipo Valley,Red wine,Cabernet Sauvignon,4.1,"₩96,622",96622.0,oaky,black fruit,0.8789807040205152,0.5647460544601658,0.2215008358223145,0.4269194502959174,https://www.vivino.com/undurraga-founder-s-collection-cabernet-sauvignon/w/1130293?year=2009&price_id=2754477,https://images.vivino.com/thumbs/J7WLJgaISaabHv5CWJXeaQ_pb_x600.png,Undurraga/Founder's Collection Cabernet Sauvignon 2009,805
Amici,Cabernet Sauvignon 2013,미국,Napa Valley,Red wine,Cabernet Sauvignon,4.1,"₩200,000",200000.0,oaky,black fruit,0.9990868472744479,0.5887648828164721,0.13376444863455947,0.5719717791821313,https://www.vivino.com/amici-cellars-cabernet-sauvignon/w/1107951?year=2013&price_id=25130620,https://images.vivino.com/thumbs/uNizkHVUT4GBmUkkjqtGmA_pb_x600.png,Amici/Cabernet Sauvignon 2013,21
Cotarella,Montiano 2012,이탈리아,Lazio,Red wine,Merlot,4.1,"₩250,000",250000.0,oaky,black fruit,0.5998557168103449,0.45198223862318365,0.23807467735674165,0.465008192062059,https://www.vivino.com/cotarella-montiano/w/22153?year=2012&price_id=23466082,https://images.vivino.com/thumbs/wcLy8tgaRrGYIo9YgEpKTA_pb_x600.png,Cotarella/Montiano 2012,279
Chateau Clerc Milon,Pauillac (Grand Cru Classe) 2014,프랑스,Pauillac,Red wine,Cabernet Sauvignon,4.1,"₩350,000",350000.0,oaky,black fruit,0.8500810644375959,0.932164273577078,0.14963893268263312,0.8354244825626107,https://www.vivino.com/chateau-clerc-milon-pauillac-grand-cru-classe/w/4089?year=2014&price_id=25696269,https://images.vivino.com/thumbs/EXWfBa0WQJyv7rwSGDh-xQ_pb_x600.png,Château Clerc Milon/Pauillac (Grand Cru Classé) 2014,203
Roberto Sarotto,Barolo 2015,이탈리아,Barolo,Red wine,Nebbiolo,4.1,"₩59,000",59000.0,oaky,earthy,0.7217540171447586,0.917095398872008,0.15691930155359957,0.9107887785468285,https://www.vivino.com/roberto-sarotto-barolo/w/3156614?year=2015&price_id=23630012,https://images.vivino.com/thumbs/6dwQ0QosQY25QzaQZoRySQ_pb_x600.png,Roberto Sarotto/Barolo 2015,718
Finca Villacreces,Ribera del Duero 2014,스페인,Ribera del Duero,Red wine,Blend,4.1,"₩150,000",150000.0,oaky,black fruit,0.7606920129364145,0.6723385567186547,0.16136658929038292,0.6629671983147758,https://www.vivino.com/finca-villacreces-ribera-del-duero/w/96045?year=2014&price_id=23467410,https://images.vivino.com/thumbs/wC4ir1OYR-CNZqFhgx3KoA_pb_x600.png,Finca Villacreces/Ribera del Duero 2014,354
Chateau Clerc Milon,Pauillac (Grand Cru Classe) 2008,프랑스,Pauillac,Red wine,Petit Verdot,4.1,"₩350,000",350000.0,oaky,black fruit,0.8500810644375959,0.932164273577078,0.14963893268263312,0.8354244825626107,https://www.vivino.com/chateau-clerc-milon-pauillac-grand-cru-classe/w/4089?year=2008&price_id=25696263,https://images.vivino.com/thumbs/Qpv7KHq9QYe1lcj1XUAKVQ_pb_x600.png,Château Clerc Milon/Pauillac (Grand Cru Classé) 2008,198
Beaulieu Vineyard (BV),Rutherford Cabernet Sauvignon 2014,미국,Rutherford,Red wine,Cabernet Sauvignon,4.1,"₩180,000",180000.0,oaky,black fruit,1.0,0.6239472051474391,0.16561304199710036,0.5717992443240713,https://www.vivino.com/beaulieu-vineyard-rutherford-cabernet-sauvignon/w/1519914?year=2014&price_id=21493512,https://images.vivino.com/thumbs/ACju0AkpThePMRA5_VFHUw_pb_x600.png,Beaulieu Vineyard (BV)/Rutherford Cabernet Sauvignon 2014,85
Prunotto,Barolo Bussia 2008,이탈리아,Barolo,Red wine,Nebbiolo,4.1,"₩240,000",240000.0,red fruit,earthy,0.698148639762894,0.9030699239998171,0.15243477813076858,0.9372615106831177,https://www.vivino.com/prunotto-barolo-bussia/w/61064?year=2008&price_id=23467547,https://images.vivino.com/thumbs/IzyQRXIhQFSgT0ODgjtyoQ_pb_x600.png,Prunotto/Barolo Bussia 2008,691
Chateau de Chamirey,Mercurey 2018,프랑스,Mercurey,Red wine,Pinot Noir,4.1,"₩140,000",140000.0,red fruit,earthy,0.17801583548478606,0.14004990044963456,0.008143979306465541,0.7168903601163606,https://www.vivino.com/le-chateau-de-chamirey-mercurey/w/1107375?year=2018&price_id=23353851,https://images.vivino.com/thumbs/7e17CEa6SZe6xdxJBizSWg_pb_x600.png,Château de Chamirey/Mercurey 2018,250
Roberto Sarotto,Barolo 2014,이탈리아,Barolo,Red wine,Nebbiolo,4.1,"₩59,000",59000.0,oaky,earthy,0.7217540171447586,0.917095398872008,0.15691930155359957,0.9107887785468285,https://www.vivino.com/roberto-sarotto-barolo/w/3156614?year=2014&price_id=23630013,https://images.vivino.com/thumbs/YmFWrvVtQeGuljOueZ9V8A_pb_x600.png,Roberto Sarotto/Barolo 2014,717
Chateau d'Armailhac,Pauillac (Grand Cru Classe) 2017,프랑스,Pauillac,Red wine,Merlot,4.1,"₩220,000",220000.0,oaky,black fruit,0.843002233682865,0.8970070046319288,0.14481374234489752,0.8228080382519143,https://www.vivino.com/fr-chateau-darmailhac-pauillac-grand-cru-classe/w/4091?year=2017&price_id=25696283,https://images.vivino.com/thumbs/Xa4l7CUiTzSBwp025RSaig_pb_x600.png,Château d'Armailhac/Pauillac (Grand Cru Classé) 2017,246
Obsidian Ridge,Estate Grown Cabernet Sauvignon 2019,미국,Red Hills Lake County,Red wine,Cabernet Sauvignon,4.1,"₩29,607",29607.0,oaky,black fruit,1.0,0.6831660405776425,0.08646542230813718,0.45651118467248464,https://www.vivino.com/obsidian-ridge-estate-grown-cabernet-sauvignon/w/2165446?year=2019&price_id=23385275,https://images.vivino.com/thumbs/dcjYfqq2QmmtqLBBrn9eyg_pb_x600.png,Obsidian Ridge/Estate Grown Cabernet Sauvignon 2019,605
Chateau Sociando-Mallet,Haut-Medoc 2016,프랑스,Haut-Médoc,Red wine,Cabernet Franc,4.1,"₩73,154",73154.0,oaky,black fruit,0.8355819192219027,0.9180164792329536,0.140141852118869,0.8223787073260441,https://www.vivino.com/chateau-sociando-mallet-haut-medoc/w/1161268?year=2016&price_id=29936562,https://images.vivino.com/thumbs/BlR4T429TiKR6WibGL9VxQ_pb_x600.png,Château Sociando-Mallet/Haut-Médoc 2016,236
Prunotto,Barolo Bussia 2009,이탈리아,Barolo,Red wine,Nebbiolo,4.1,"₩240,000",240000.0,,,0.698148639762894,0.9030699239998171,0.15243477813076858,0.9372615106831177,https://www.vivino.com/prunotto-barolo-bussia/w/61064?year=2009&price_id=21493481,https://images.vivino.com/thumbs/IzyQRXIhQFSgT0ODgjtyoQ_pb_x600.png,Prunotto/Barolo Bussia 2009,692
Antinori,Villa Antinori Chianti Classico Riserva 2019,이탈리아,Chianti Classico,Red wine,Sangiovese,4.1,"₩60,000",60000.0,oaky,red fruit,0.5436740586084691,0.6588480453201011,0.1132770968840861,0.702438893904437,https://www.vivino.com/antinori-tuscany-villa-antinori-chianti-classico-riserva/w/1143960?year=2019&price_id=29015869,https://images.vivino.com/thumbs/_SapJlVIQHWqHJx3w1EbEQ_pb_x600.png,Antinori/Villa Antinori Chianti Classico Riserva 2019,58
Izadi,El Regalo 2016,스페인,Rioja,Red wine,Tempranillo,4.1,"₩110,000",110000.0,oaky,earthy,0.7352173284515496,0.7886540584274431,0.17678394587357296,0.676818136222289,https://www.vivino.com/izadi-el-regalo/w/1423563?year=2016&price_id=21493564,https://images.vivino.com/thumbs/aUJFRcDOTA-1VgpXM0XYHQ_pb_x600.png,Izadi/El Regalo 2016,446
Orben,Orben 2017,스페인,Rioja,Red wine,Tempranillo,4.1,"₩100,000",100000.0,oaky,black fruit,0.7593412551650992,0.7983187704387731,0.15017647338440698,0.6748239542582003,https://www.vivino.com/orben-orben/w/77816?year=2017&price_id=21493537,https://images.vivino.com/thumbs/EJ1rAqpeTMmIJH9VQUbRUw_pb_x600.png,Orben/Orben 2017,611
Mascota Vineyards,Unanime Gran Vino Tinto 2010,아르헨티나,Mendoza,Red wine,Blend,4.1,"₩120,000",120000.0,oaky,black fruit,1.0,0.6464731464547248,0.11979215356947624,0.7264814257531681,https://www.vivino.com/mascota-vineyards-unanime-gran-vino-tinto/w/2273763?year=2010&price_id=24159853,https://images.vivino.com/thumbs/qj65DvSbSteYib4yYFu-_A_pb_x600.png,Mascota Vineyards/Unánime Gran Vino Tinto 2010,539
Orben,Orben 2018,스페인,Rioja,Red wine,Tempranillo,4.1,"₩100,000",100000.0,oaky,black fruit,0.7593412551650992,0.7983187704387731,0.15017647338440698,0.6748239542582003,https://www.vivino.com/orben-orben/w/77816?year=2018&price_id=23466083,https://images.vivino.com/thumbs/EJ1rAqpeTMmIJH9VQUbRUw_pb_x600.png,Orben/Orben 2018,612
Prunotto,Barolo Bussia 2011,이탈리아,Barolo,Red wine,Nebbiolo,4.1,"₩240,000",240000.0,red fruit,earthy,0.698148639762894,0.9030699239998171,0.15243477813076858,0.9372615106831177,https://www.vivino.com/prunotto-barolo-bussia/w/61064?year=2011&price_id=23467549,https://images.vivino.com/thumbs/IzyQRXIhQFSgT0ODgjtyoQ_pb_x600.png,Prunotto/Barolo Bussia 2011,694
Contino,Rioja Gran Reserva 2007,스페인,Rioja,Red wine,Blend,4.1,"₩400,000",400000.0,oaky,black fruit,0.7192637155982042,0.638713965494119,0.1584497278625924,0.6736483097602568,https://www.vivino.com/contino-rioja-gran-reserva/w/1387012?year=2007&price_id=23467334,https://images.vivino.com/thumbs/iScU3kclS5-2E5fUsol7iw_pb_x600.png,Contino/Rioja Gran Reserva 2007,274
Chateau d'Armailhac,Pauillac (Grand Cru Classe) 2018,프랑스,Pauillac,Red wine,Cabernet Sauvignon,4.1,"₩220,000",220000.0,oaky,black fruit,0.843002233682865,0.8970070046319288,0.14481374234489752,0.8228080382519143,https://www.vivino.com/fr-chateau-darmailhac-pauillac-grand-cru-classe/w/4091?year=2018&price_id=25696284,https://images.vivino.com/thumbs/Xa4l7CUiTzSBwp025RSaig_pb_x600.png,Château d'Armailhac/Pauillac (Grand Cru Classé) 2018,247
Chateau Saint-Andre Corbin,Saint-Georges-Saint-Emilion 2015,프랑스,Saint-Georges-Saint-Émilion,Red wine,Blend,4.1,"₩75,347",75347.0,oaky,black fruit,0.8861720979228558,0.6575659014576648,0.07307087456327294,0.5728464907881098,https://www.vivino.com/chateau-saint-andre-corbin-saint-georges-saint-emilion/w/1169652?year=2015&price_id=18722408,https://images.vivino.com/thumbs/4FXNN9GASKCqusR7HtUl7A_pb_x600.png,Château Saint-André Corbin/Saint-Georges-Saint-Émilion 2015,235
Chateau La Bonnelle,Saint-Emilion Grand Cru 2015,프랑스,Saint-Émilion Grand Cru,Red wine,Blend,4.1,"₩79,780",79780.0,oaky,black fruit,0.7896801853320606,0.6306025634034876,0.08646859130269444,0.5190490520613903,https://www.vivino.com/la-bonnelle-saint-emilion-grand-cru/w/1174698?year=2015&price_id=22871449,https://images.vivino.com/thumbs/AO9xGbglTRGvffUsJYxG-w_pb_x600.png,Château La Bonnelle/Saint-Émilion Grand Cru 2015,210
Contino,Reserva 2015,스페인,Rioja,Red wine,Tempranillo,4.1,"₩130,000",130000.0,oaky,red fruit,0.7185124514444949,0.675947718004984,0.2376745917938886,0.6768930350754004,https://www.vivino.com/contino-reserva/w/1225001?year=2015&price_id=21493538,https://images.vivino.com/thumbs/rZg4zi2QShuCK1QU6ckO-g_pb_x600.png,Contino/Reserva 2015,271
Prunotto,Barolo Bussia 2013,이탈리아,Barolo,Red wine,Nebbiolo,4.1,"₩240,000",240000.0,red fruit,earthy,0.698148639762894,0.9030699239998171,0.15243477813076858,0.9372615106831177,https://www.vivino.com/prunotto-barolo-bussia/w/61064?year=2013&price_id=23467551,https://images.vivino.com/thumbs/IzyQRXIhQFSgT0ODgjtyoQ_pb_x600.png,Prunotto/Barolo Bussia 2013,696
Mamete Prevostini,Sommarovina Valtellina Superiore Sassella 2015,이탈리아,Valtellina Superiore,Red wine,Nebbiolo,4.1,"₩101,941",101941.0,red fruit,oaky,0.6623586178409048,0.9019100996093145,0.11758316630091188,0.8736643595144948,https://www.vivino.com/mamete-prevostini-sommarovina-valtellina-superiore-sassella/w/1265175?year=2015&price_id=25110762,https://images.vivino.com/thumbs/FvVpQCxBQHeLFZLIHOO2WQ_pb_x600.png,Mamete Prevostini/Sommarovina Valtellina Superiore Sassella 2015,507
Casale del Giglio,Mater Matuta Lazio Rosso 2015,이탈리아,Lazio,Red wine,Blend,4.1,"₩110,805",110805.0,oaky,black fruit,0.6498236363132761,0.4011621823562266,0.2623511562868891,0.4661811616009629,https://www.vivino.com/casale-del-giglio-mater-matuta-lazio-rosso/w/1640916?year=2015&price_id=21280994,https://images.vivino.com/thumbs/R4Yw0I8QTE-9VvNO2p07IA_pb_x600.png,Casale del Giglio/Mater Matuta Lazio Rosso 2015,138
Prunotto,Barolo Bussia 2012,이탈리아,Barolo,Red wine,Nebbiolo,4.1,"₩240,000",240000.0,red fruit,earthy,0.698148639762894,0.9030699239998171,0.15243477813076858,0.9372615106831177,https://www.vivino.com/prunotto-barolo-bussia/w/61064?year=2012&price_id=23467550,https://images.vivino.com/thumbs/IzyQRXIhQFSgT0ODgjtyoQ_pb_x600.png,Prunotto/Barolo Bussia 2012,695
Alto Estate,Cabernet Sauvignon 2013,남아프리카,Stellenbosch,Red wine,Cabernet Sauvignon,4.1,"₩35,458",35458.0,oaky,black fruit,0.8659549977594874,0.654690657002937,0.16344346909834181,0.6255097468820009,https://www.vivino.com/alto-estate-cabernet-sauvignon/w/1199341?year=2013&price_id=13383375,https://images.vivino.com/thumbs/aDGOUuUfT4C_t5Rq0XykNg_pb_x600.png,Alto Estate/Cabernet Sauvignon 2013,15
Damilano,Barolo Lecinquevigne 2007,이탈리아,Barolo,Red wine,Nebbiolo,4.1,"₩106,373",106373.0,earthy,red fruit,0.7447561066456144,0.9701009946194169,0.07758926661543458,0.9866559668305079,https://www.vivino.com/damilano-barolo-lecinquevigne/w/84777?year=2007&price_id=2754350,https://images.vivino.com/thumbs/gYw_2VF8Q7KxHzNCWciGVQ_pb_x600.png,Damilano/Barolo Lecinquevigne 2007,291
Poggio Scalette,Il Carbonaione Alta Valle della Greve 2011,이탈리아,Alta Valle della Greve,Red wine,Sangiovese,4.1,"₩250,000",250000.0,black fruit,oaky,0.5857574987608568,0.46386785960082577,0.23523050474160812,0.5067362156016986,https://www.vivino.com/podere-poggio-scalette-il-carbonaione-alta-valle-della-greve/w/98028?year=2011&price_id=23467513,https://images.vivino.com/thumbs/xGRsgyzNS7u9s3Qsqrc5sA_pb_x600.png,Poggio Scalette/Il Carbonaione Alta Valle della Greve 2011,667
Poggio Scalette,Il Carbonaione Alta Valle della Greve 2010,이탈리아,Alta Valle della Greve,Red wine,Sangiovese,4.1,"₩250,000",250000.0,black fruit,oaky,0.5857574987608568,0.46386785960082577,0.23523050474160812,0.5067362156016986,https://www.vivino.com/podere-poggio-scalette-il-carbonaione-alta-valle-della-greve/w/98028?year=2010&price_id=23467512,https://images.vivino.com/thumbs/xGRsgyzNS7u9s3Qsqrc5sA_pb_x600.png,Poggio Scalette/Il Carbonaione Alta Valle della Greve 2010,666
Four Virtues,Cabernet Sauvignon 2017,미국,Lodi,Red wine,Cabernet Sauvignon,4.1,"₩70,000",70000.0,oaky,red fruit,0.9939886220158591,0.49910028870342826,0.5971475087741537,0.3794696893703815,https://www.vivino.com/four-virtues-cabernet-sauvignon/w/7009714?year=2017&price_id=24530225,https://images.vivino.com/thumbs/D9T0mjeATpWyMgsaJqkNpA_pb_x600.png,Four Virtues/Cabernet Sauvignon 2017,363
Freemark Abbey,Sycamore Vineyard Cabernet Sauvignon 2010,미국,Rutherford,Red wine,Cabernet Sauvignon,4.1,"₩400,000",400000.0,oaky,black fruit,1.0,0.616382556359065,0.13300329575433956,0.560068211455512,https://www.vivino.com/freemark-abbey-sycamore-vineyard-cabernet-sauvignon/w/11299?year=2010&price_id=23467431,https://images.vivino.com/thumbs/D6S-l4mIQyyAh-beKCGOxw_pb_x600.png,Freemark Abbey/Sycamore Vineyard Cabernet Sauvignon 2010,379
Fattoria del Cerro,Antica Chiusina Vino Nobile di Montepulciano 2012,이탈리아,Vino Nobile di Montepulciano,Red wine,Blend,4.1,"₩110,805",110805.0,oaky,earthy,0.6205736597428526,0.724819505092469,0.33496074407992205,0.7532136289163072,https://www.vivino.com/it-fattoria-del-cerro-antica-chiusina-vino-nobile-di-montepulciano/w/1102060?year=2012&price_id=7944180,https://images.vivino.com/thumbs/3Mv0PtQBQgmuNwbQnTAPRA_pb_x600.png,Fattoria del Cerro/Antica Chiusina Vino Nobile di Montepulciano 2012,349
Poggio Scalette,Il Carbonaione Alta Valle della Greve 2016,이탈리아,Alta Valle della Greve,Red wine,Sangiovese,4.1,"₩250,000",250000.0,black fruit,oaky,0.5857574987608568,0.46386785960082577,0.23523050474160812,0.5067362156016986,https://www.vivino.com/podere-poggio-scalette-il-carbonaione-alta-valle-della-greve/w/98028?year=2016&price_id=23467518,https://images.vivino.com/thumbs/xGRsgyzNS7u9s3Qsqrc5sA_pb_x600.png,Poggio Scalette/Il Carbonaione Alta Valle della Greve 2016,671
Pago Los Balancines,Haragan Reserva Especial 2014,스페인,Ribera del Guadiana,Red wine,Tinta Roriz,4.1,"₩78,007",78007.0,oaky,black fruit,0.7440023129829703,0.6522074243498277,0.24499496922114036,0.5040264820944929,https://www.vivino.com/pago-los-balancines-haragan-reserva-especial/w/4829864?year=2014&price_id=15592230,https://images.vivino.com/thumbs/jbr-B63yTpaBWQJEVAJrCg_pb_x600.png,Pago Los Balancines/Haragán Reserva Especial 2014,615
Diora,La Petite Grace Pinot Noir 2019,미국,Monterey,Red wine,Pinot Noir,4.1,"₩80,000",80000.0,oaky,red fruit,0.5193933023409467,0.10119357277492774,0.22845479825388398,0.5604627679138663,https://www.vivino.com/diora-la-petite-grace-pinot-noir/w/3409775?year=2019&price_id=30003960,https://images.vivino.com/thumbs/aBB_u5KZT--Ph0BJqOt-ow_pb_x600.png,Diora/La Petite Grace Pinot Noir 2019,299
Tasca d'Almerita,Rosso del Conte 2007,이탈리아,Contea di Sclafani,Red wine,Nero d'Avola,4.1,"₩130,750",130750.0,oaky,black fruit,0.9241147319485705,0.4696257171531689,0.4850898806081301,0.30727521984819606,https://www.vivino.com/tasca-d-almerita-rosso-del-conte-contea-di-sclafani/w/1202931?year=2007&price_id=14650537,https://images.vivino.com/thumbs/o4u-qSowQQmoQY-T8cp21Q_pb_x600.png,Tasca d'Almerita/Rosso del Conte 2007,772
Four Virtues,Cabernet Sauvignon 2016,미국,Lodi,Red wine,Cabernet Sauvignon,4.1,"₩70,000",70000.0,oaky,red fruit,0.9939886220158591,0.49910028870342826,0.5971475087741537,0.3794696893703815,https://www.vivino.com/four-virtues-cabernet-sauvignon/w/7009714?year=2016&price_id=24530224,https://images.vivino.com/thumbs/D9T0mjeATpWyMgsaJqkNpA_pb_x600.png,Four Virtues/Cabernet Sauvignon 2016,362
